date,n_orders,total_revenue_usd,avg_order_value_usd,avg_discount_pct,n_unique_customers,n_returns,return_rate,total_spend_usd,total_impressions,total_clicks,total_conversions_marketing,total_attributed_revenue_usd,avg_roas,sessions,unique_visitors,bounce_rate,pages_per_session,avg_session_duration_sec,conversion_rate,conversions_web,total_stock_on_hand,total_units_sold,n_stockouts,n_reorders,economic_index,marketing_pressure,consumer_sentiment,seasonal_index,inventory_health,anomaly_flag,anomaly_event,anomaly_kpi,n_orders_rolling_mean,n_orders_rolling_std,n_orders_z_score,n_orders_wow_change,n_orders_mom_change,n_orders_lag_1,total_revenue_usd_rolling_mean,total_revenue_usd_rolling_std,total_revenue_usd_z_score,total_revenue_usd_wow_change,total_revenue_usd_mom_change,total_revenue_usd_lag_1,avg_order_value_usd_rolling_mean,avg_order_value_usd_rolling_std,avg_order_value_usd_z_score,avg_order_value_usd_wow_change,avg_order_value_usd_mom_change,avg_order_value_usd_lag_1,avg_discount_pct_rolling_mean,avg_discount_pct_rolling_std,avg_discount_pct_z_score,avg_discount_pct_wow_change,avg_discount_pct_mom_change,avg_discount_pct_lag_1,n_unique_customers_rolling_mean,n_unique_customers_rolling_std,n_unique_customers_z_score,n_unique_customers_wow_change,n_unique_customers_mom_change,n_unique_customers_lag_1,n_returns_rolling_mean,n_returns_rolling_std,n_returns_z_score,n_returns_wow_change,n_returns_mom_change,n_returns_lag_1,return_rate_rolling_mean,return_rate_rolling_std,return_rate_z_score,return_rate_wow_change,return_rate_mom_change,return_rate_lag_1,total_spend_usd_rolling_mean,total_spend_usd_rolling_std,total_spend_usd_z_score,total_spend_usd_wow_change,total_spend_usd_mom_change,total_spend_usd_lag_1,total_impressions_rolling_mean,total_impressions_rolling_std,total_impressions_z_score,total_impressions_wow_change,total_impressions_mom_change,total_impressions_lag_1,total_clicks_rolling_mean,total_clicks_rolling_std,total_clicks_z_score,total_clicks_wow_change,total_clicks_mom_change,total_clicks_lag_1,total_conversions_marketing_rolling_mean,total_conversions_marketing_rolling_std,total_conversions_marketing_z_score,total_conversions_marketing_wow_change,total_conversions_marketing_mom_change,total_conversions_marketing_lag_1,total_attributed_revenue_usd_rolling_mean,total_attributed_revenue_usd_rolling_std,total_attributed_revenue_usd_z_score,total_attributed_revenue_usd_wow_change,total_attributed_revenue_usd_mom_change,total_attributed_revenue_usd_lag_1,avg_roas_rolling_mean,avg_roas_rolling_std,avg_roas_z_score,avg_roas_wow_change,avg_roas_mom_change,avg_roas_lag_1,sessions_rolling_mean,sessions_rolling_std,sessions_z_score,sessions_wow_change,sessions_mom_change,sessions_lag_1,unique_visitors_rolling_mean,unique_visitors_rolling_std,unique_visitors_z_score,unique_visitors_wow_change,unique_visitors_mom_change,unique_visitors_lag_1,bounce_rate_rolling_mean,bounce_rate_rolling_std,bounce_rate_z_score,bounce_rate_wow_change,bounce_rate_mom_change,bounce_rate_lag_1,pages_per_session_rolling_mean,pages_per_session_rolling_std,pages_per_session_z_score,pages_per_session_wow_change,pages_per_session_mom_change,pages_per_session_lag_1,avg_session_duration_sec_rolling_mean,avg_session_duration_sec_rolling_std,avg_session_duration_sec_z_score,avg_session_duration_sec_wow_change,avg_session_duration_sec_mom_change,avg_session_duration_sec_lag_1,conversion_rate_rolling_mean,conversion_rate_rolling_std,conversion_rate_z_score,conversion_rate_wow_change,conversion_rate_mom_change,conversion_rate_lag_1,conversions_web_rolling_mean,conversions_web_rolling_std,conversions_web_z_score,conversions_web_wow_change,conversions_web_mom_change,conversions_web_lag_1,total_stock_on_hand_rolling_mean,total_stock_on_hand_rolling_std,total_stock_on_hand_z_score,total_stock_on_hand_wow_change,total_stock_on_hand_mom_change,total_stock_on_hand_lag_1,total_units_sold_rolling_mean,total_units_sold_rolling_std,total_units_sold_z_score,total_units_sold_wow_change,total_units_sold_mom_change,total_units_sold_lag_1,n_stockouts_rolling_mean,n_stockouts_rolling_std,n_stockouts_z_score,n_stockouts_wow_change,n_stockouts_mom_change,n_stockouts_lag_1,n_reorders_rolling_mean,n_reorders_rolling_std,n_reorders_z_score,n_reorders_wow_change,n_reorders_mom_change,n_reorders_lag_1,inventory_health_rolling_mean,inventory_health_rolling_std,inventory_health_z_score,inventory_health_wow_change,inventory_health_mom_change,inventory_health_lag_1
2025-01-20,202,10906.82,53.99,0.087,139,17,0.0842,14470.67,1777216,30262,2349,242789.86,16.778,8555,6290,0.39,3.2,217.4,0.0276,236,48807,391,0,2,-0.03353,0.17499,-0.135,-0.12881,-0.07953,0,,,208.5714,6.2678,-1.0484,-0.0049,-0.0561,207.0,11328.4343,505.0427,-0.8348,-0.0358,-0.0502,11012.1,54.2971,0.9396,-0.3269,-0.031,0.0061,53.2,0.0969,0.0076,-1.2964,0.0741,-0.2091,0.099,141.0,4.5092,-0.4435,0.0859,-0.1366,138.0,16.7143,0.7559,0.378,0.1333,0.0,17.0,0.0801,0.0028,1.4628,0.1394,0.0605,0.0821,14215.6157,556.8607,0.458,0.0176,0.0185,14695.97,1845239.2857,596578.0935,-0.114,-0.2139,0.303,2046986.0,58528.2857,34655.3223,-0.8156,-0.718,-0.3483,65384.0,4406.2857,4042.035,-0.509,-0.6827,-0.4725,5208.0,562671.6429,643726.5848,-0.4969,-0.2766,-0.6733,527157.32,38.9746,44.1452,-0.5028,-0.2892,-0.6793,35.871,9014.0,370.7155,-1.2381,0.0318,-0.1061,9103.0,7035.2857,617.3607,-1.2072,-0.0655,-0.1176,7681.0,0.4031,0.023,-0.5724,-0.0299,0.0803,0.37,3.21,0.1404,-0.0712,0.0159,0.115,3.49,176.5571,20.5357,1.9889,0.0752,0.294,162.8,0.0291,0.0011,-1.2967,0.0337,-0.1097,0.0294,261.5714,20.4846,-1.2483,0.0679,-0.2027,267.0,50507.0,1404.4808,-1.2104,-0.0637,-0.0317,48687.0,395.5714,83.074,-0.055,-0.0393,0.2452,487.0,0.0,0.0,,,,0.0,4.0,2.0,-1.0,-0.3333,-0.5,4.0,0.0338,0.0936,-1.2106,-1.56,-3.926,-0.0875
2025-01-21,202,10868.27,53.8,0.088,162,17,0.0842,12589.14,2194593,83847,9800,1906028.34,151.403,8573,6548,0.422,3.04,179.8,0.0277,237,49216,399,0,0,-0.03989,0.17918,-0.16257,-0.12747,-0.05221,0,,,209.0,5.5678,-1.2572,0.0151,-0.0146,202.0,11357.3986,464.9072,-1.0521,0.019,-0.0008,10906.82,54.3257,0.9176,-0.5729,0.0037,0.0139,53.99,0.0973,0.0069,-1.351,0.0353,-0.102,0.087,142.5714,8.6189,2.2542,0.0728,0.0385,139.0,17.0,0.0,,0.1333,0.0625,17.0,0.0814,0.0022,1.2723,0.1167,0.0795,0.0842,13940.14,804.5353,-1.6792,-0.1328,-0.0484,14470.67,1769901.5714,491446.1989,0.8642,-0.1937,1.019,1777216.0,55697.4286,30967.0437,0.909,-0.1912,0.9121,30262.0,4043.1429,3246.0685,1.7735,-0.206,2.5252,2349.0,560523.7729,638442.1366,2.1075,-0.0078,2.5805,242789.86,41.6996,50.9348,2.1538,0.1441,2.7628,16.778,9035.5714,333.0014,-1.3891,0.0179,-0.048,8555.0,7039.2857,613.5445,-0.8007,0.0043,-0.0972,6290.0,0.4073,0.0234,0.6279,0.0738,0.0243,0.39,3.1957,0.1532,-1.0166,-0.0318,-0.1188,3.2,177.8714,20.3848,0.0946,0.0539,0.1607,217.4,0.0291,0.001,-1.3793,0.0147,-0.0514,0.0276,262.7143,18.4907,-1.3907,0.0349,-0.0954,236.0,50076.8571,1241.5393,-0.6934,-0.0577,-0.0146,48807.0,411.0,69.3037,-0.1732,0.3711,-0.167,391.0,0.0,0.0,,,,0.0,3.8571,2.2678,-1.7008,-1.0,-1.0,2.0,0.0051,0.0828,-0.6931,-1.3515,-13.8324,-0.0795
2025-01-22,207,11115.91,53.7,0.097,127,17,0.0821,12919.63,1433023,66317,4765,798150.26,61.778,9007,7693,0.438,3.26,202.1,0.029,261,49204,448,0,1,-0.04333,0.26964,-0.16551,-0.12609,-0.05303,0,,,208.2857,5.438,-0.2364,-0.0236,0.0455,202.0,11294.9514,463.6047,-0.3862,-0.0378,0.0532,10868.27,54.2114,0.9418,-0.543,-0.0147,0.0075,53.8,0.0967,0.0067,0.0428,-0.0396,0.1279,0.088,140.8571,10.4471,-1.3264,-0.0863,0.0672,162.0,17.0,0.0,,0.0,0.0625,17.0,0.0817,0.0021,0.1998,0.0237,0.0161,0.0842,13822.4314,893.4469,-1.0105,-0.06,0.0556,12589.14,1766889.5714,493763.3803,-0.6762,-0.0145,-0.081,2194593.0,62160.5714,27004.333,0.1539,2.1467,0.4835,83847.0,4598.2857,2931.8298,0.0569,4.4209,2.1682,9800.0,651324.4286,617254.2202,0.2379,3.9103,4.0167,1906028.34,48.8354,49.5319,0.2613,4.2235,3.7525,151.403,9004.4286,322.3569,0.008,-0.0236,0.0715,8573.0,7171.5714,644.118,0.8095,0.1368,0.1575,6548.0,0.4094,0.0257,1.1122,0.0355,0.2479,0.422,3.2271,0.1377,0.2386,0.0724,-0.021,3.04,184.2,19.9877,0.8956,0.2807,-0.159,179.8,0.029,0.001,-0.0144,-0.0236,0.0623,0.0277,261.0,17.9258,0.0,-0.044,0.1397,237.0,49664.5714,891.4219,-0.5167,-0.0554,-0.0066,49216.0,418.2857,70.2607,0.4229,0.1285,0.3294,399.0,0.0,0.0,,,,0.0,3.2857,2.43,-0.9406,-0.8,-0.8,0.0,-0.0223,0.0594,-0.5166,-1.3806,-0.7035,-0.0522
2025-01-23,204,10919.81,53.53,0.092,122,17,0.0833,13733.77,1220017,59856,1230,190531.85,13.873,8770,6655,0.431,3.16,172.0,0.0283,248,47107,251,2,2,-0.04905,0.22057,-0.14582,-0.12468,-0.19286,0,,,206.5714,4.3916,-0.5855,-0.0556,0.0303,207.0,11141.3086,359.296,-0.6165,-0.0897,0.0381,11115.91,53.9257,0.7611,-0.5199,-0.036,0.0075,53.7,0.095,0.006,-0.5,-0.1154,0.0698,0.097,138.1429,12.6416,-1.277,-0.1348,-0.1974,127.0,17.0,0.0,,0.0,0.0625,17.0,0.0823,0.0018,0.5548,0.0584,0.0309,0.0821,13727.1886,856.3214,0.0077,-0.0463,0.0393,12919.63,1770169.5714,489404.1948,-1.1241,0.0192,-0.4303,1433023.0,66756.1429,22525.7371,-0.3063,1.1619,-0.3086,66317.0,4426.8571,3109.446,-1.0281,-0.4938,-0.7131,4765.0,658619.0943,610461.3234,-0.7668,0.3661,-0.4805,798150.26,49.4337,49.0027,-0.7257,0.4324,-0.5001,61.778,8916.5714,282.7171,-0.5184,-0.0655,0.0403,9007.0,7143.5714,664.3192,-0.7354,-0.0286,-0.0113,7693.0,0.4151,0.0254,0.6254,0.1023,0.0386,0.438,3.2129,0.1389,-0.3806,-0.0307,0.0533,3.26,185.2143,19.0008,-0.6955,0.0431,0.1082,202.1,0.0288,0.0009,-0.5123,-0.0598,0.0328,0.029,256.1429,15.7631,-0.5166,-0.1206,0.0783,261.0,49211.0,1257.4884,-1.6732,-0.0631,-0.0551,49204.0,379.5714,77.8414,-1.6517,-0.5192,-0.3008,448.0,0.2857,0.7559,2.2678,,,0.0,3.0,2.4495,-0.4082,-0.5,-0.6,1.0,-0.0526,0.0838,-1.6734,-11.2585,-18.9442,-0.053
2025-01-24,195,10228.13,52.45,0.082,129,16,0.0821,13328.45,2505257,25148,1078,79326.93,5.952,8260,6110,0.428,3.15,151.6,0.0268,221,46803,421,1,1,-0.08494,0.1197,-0.15732,-0.12322,-0.21311,0,,,203.8571,4.8795,-1.8152,-0.0888,0.0263,204.0,10903.9129,330.0431,-2.0476,-0.1398,0.0226,10919.81,53.4814,0.5166,-1.9967,-0.056,-0.0036,53.53,0.0924,0.0072,-1.4422,-0.18,0.0933,0.092,136.7143,13.0858,-0.5895,-0.0719,-0.1284,122.0,16.8571,0.378,-2.2678,-0.0588,0.0,17.0,0.0827,0.0012,-0.5064,0.034,-0.0249,0.0833,13751.7243,839.5474,-0.5042,0.0131,-0.0309,13733.77,1949756.2857,496519.2468,1.1188,1.0072,-0.0098,1220017.0,61959.1429,27538.2914,-1.3367,-0.5718,-0.6186,59856.0,4401.5714,3140.1066,-1.0584,-0.141,-0.7974,1230.0,645515.3657,623516.2327,-0.9081,-0.5362,-0.925,190531.85,48.4267,49.9396,-0.8505,-0.5422,-0.9226,13.873,8785.1429,346.4946,-1.5156,-0.1002,0.0484,8770.0,6873.4286,641.6341,-1.1898,-0.2363,-0.0437,6655.0,0.4144,0.0248,0.5465,-0.0115,-0.0573,0.431,3.2086,0.1405,-0.4168,-0.0094,-0.0094,3.16,182.0286,22.7195,-1.3393,-0.1282,-0.1962,172.0,0.0284,0.0011,-1.4534,-0.0915,0.0388,0.0283,249.1429,19.1087,-1.4728,-0.1815,0.0887,248.0,48635.8571,1313.5624,-1.3953,-0.0792,-0.075,47107.0,390.4286,77.5153,0.3944,0.2203,0.4618,251.0,0.4286,0.7868,0.7263,,,2.0,2.1429,1.7728,-0.6447,-0.8571,-0.8333,2.0,-0.0909,0.0876,-1.3953,-4.8558,-6.3224,-0.1929
2025-01-25,195,10118.31,51.89,0.084,163,16,0.0821,14390.91,1810812,41706,2961,256630.15,17.833,8354,7324,0.436,2.89,167.2,0.0271,226,46321,265,1,2,-0.10371,0.14192,-0.16422,-0.12173,-0.24523,0,,,201.7143,5.0238,-1.3365,-0.0714,-0.0201,195.0,10738.4786,395.9069,-1.5665,-0.1027,-0.0204,10228.13,53.2229,0.7765,-1.7164,-0.0337,-0.0004,52.45,0.0899,0.0064,-0.9131,-0.1765,-0.0968,0.082,140.0,16.4924,1.3946,0.1643,-0.0298,129.0,16.7143,0.488,-1.4639,-0.0588,0.0,16.0,0.0829,0.001,-0.7654,0.0136,0.0211,0.0821,13732.6486,820.3618,0.8024,-0.0092,0.101,13328.45,1855414.8571,440508.4032,-0.1013,-0.2672,-0.133,2505257.0,53217.1429,21405.6963,-0.5378,-0.5947,-0.5458,25148.0,3913.0,3045.4286,-0.3126,-0.536,-0.1052,1078.0,571516.3871,636247.7168,-0.4949,-0.6687,-0.5585,79326.93,43.3554,51.1463,-0.499,-0.6656,-0.599,5.952,8660.2857,316.4879,-0.9678,-0.0947,-0.0434,8260.0,6900.1429,658.1179,0.644,0.0262,0.1618,6110.0,0.4164,0.0261,0.7506,0.0332,0.0873,0.428,3.17,0.1858,-1.5067,-0.0854,0.1073,3.15,178.9857,23.131,-0.5095,-0.113,0.1571,151.6,0.028,0.001,-0.921,-0.0906,-0.0491,0.0268,242.2857,17.2212,-0.9457,-0.1752,-0.0887,221.0,48020.7143,1231.3804,-1.3803,-0.0851,-0.061,46803.0,380.2857,89.5372,-1.2876,-0.2113,-0.3205,421.0,0.5714,0.7868,0.5447,,,1.0,1.7143,1.2536,0.2279,-0.6,,1.0,-0.1319,0.0821,-1.3801,-6.8625,-4.5046,-0.2131
2025-01-26,197,9903.23,50.27,0.096,118,16,0.0812,13244.85,1157857,29028,2932,454898.75,34.345,8861,7723,0.366,3.4,173.4,0.0288,255,46478,291,1,3,-0.15766,0.2559,-0.15726,-0.1202,-0.23478,0,,,200.2857,4.6803,-0.702,-0.0483,-0.0248,195.0,10580.0686,480.8966,-1.4075,-0.1007,-0.0449,10118.31,52.8043,1.3608,-1.8624,-0.0551,-0.0207,51.89,0.0894,0.0058,1.139,-0.0303,-0.04,0.084,137.1429,18.5061,-1.0344,-0.1449,-0.2976,163.0,16.5714,0.5345,-1.069,-0.0588,-0.0588,16.0,0.0827,0.0012,-1.3216,-0.011,-0.0356,0.0821,13525.3457,712.6358,-0.3936,-0.0987,0.0314,14390.91,1728396.4286,500206.2263,-1.1406,-0.4344,-0.4015,1810812.0,48023.4286,22351.2959,-0.8499,-0.556,-0.5455,41706.0,3587.8571,3005.3597,-0.2182,-0.437,-0.5345,2961.0,561193.7343,637671.9362,-0.1667,-0.1371,0.1328,256630.15,43.1374,51.1868,-0.1718,-0.0425,0.0983,17.833,8625.7143,269.8492,0.8719,-0.0266,-0.0184,8354.0,6906.1429,666.5607,1.2255,0.0055,0.1428,7324.0,0.4159,0.0273,-1.8277,-0.0108,-0.0963,0.436,3.1571,0.1615,1.5035,-0.0258,0.0462,2.89,180.5,22.2239,-0.3195,0.0651,0.0838,167.2,0.0279,0.0008,1.0809,-0.0204,-0.0204,0.0271,240.5714,14.7745,0.9766,-0.0449,-0.0377,226.0,47705.1429,1312.5496,-0.9349,-0.0454,-0.0423,46321.0,352.2857,80.8264,-0.7582,-0.4025,-0.3295,265.0,0.7143,0.7559,0.378,,,1.0,1.5714,0.9759,1.4639,-0.25,0.5,2.0,-0.153,0.0875,-0.9349,-1.6841,-1.4018,-0.2452
2025-01-27,206,10821.94,52.53,0.1,172,17,0.0825,14993.95,2708915,113223,4621,652546.11,43.521,9118,7668,0.475,3.35,165.7,0.0294,268,44837,335,4,2,-0.08221,0.29612,-0.15758,-0.11864,-0.34418,0,,,200.8571,5.1455,0.9995,0.0198,0.0404,197.0,10567.9429,472.2773,0.5378,-0.0078,0.0397,9903.23,52.5957,1.2567,-0.0523,-0.027,-0.0008,50.27,0.0913,0.0068,1.2724,0.1494,0.1364,0.096,141.8571,22.7701,1.3238,0.2374,0.3333,118.0,16.5714,0.5345,0.8018,0.0,0.0625,16.0,0.0825,0.001,0.0,-0.0202,0.021,0.0812,13600.1,843.7162,1.652,0.0362,0.155,13244.85,1861496.2857,624000.7916,1.358,0.5242,0.0437,1157857.0,59875.0,31490.1575,1.6941,2.7414,0.9732,29028.0,3912.4286,2971.7647,0.2384,0.9672,2.5574,2932.0,619730.3414,622191.219,0.0527,1.6877,3.1153,454898.75,46.9579,49.8726,-0.0689,1.5939,2.5629,34.345,8706.1429,323.7733,1.2721,0.0658,0.0727,8861.0,7103.0,657.6909,0.8591,0.2191,0.2302,7723.0,0.428,0.0323,1.4548,0.2179,0.1845,0.366,3.1786,0.1773,0.9667,0.0469,-0.0872,3.4,173.1143,15.4866,-0.4788,-0.2378,0.0521,173.4,0.0282,0.001,1.2579,0.0652,0.0614,0.0288,245.1429,17.771,1.2862,0.1356,0.1404,255.0,47138.0,1586.2595,-1.4506,-0.0813,-0.101,46478.0,344.2857,79.109,-0.1174,-0.1432,0.34,291.0,1.2857,1.3801,1.9667,,,1.0,1.5714,0.9759,0.4392,0.0,0.0,3.0,-0.1908,0.1058,-1.4505,-3.3277,-39.6352,-0.2348
2025-01-28,207,10771.7,52.04,0.104,136,18,0.087,12969.28,1565851,31700,2446,122222.42,9.424,9308,7104,0.38,3.21,149.0,0.0301,280,45710,339,1,6,-0.09876,0.33782,-0.23,-0.11704,-0.28595,0,,,201.5714,5.6526,0.9604,0.0248,0.0895,206.0,10554.1471,463.3687,0.4695,-0.0089,0.1269,10821.94,52.3443,1.1468,-0.2653,-0.0327,0.0344,52.53,0.0936,0.0081,1.2841,0.1818,0.2235,0.1,138.1429,20.9875,-0.1021,-0.1605,-0.0872,172.0,16.7143,0.7559,1.7008,0.0588,0.2,17.0,0.0829,0.0019,2.1441,0.0333,0.1027,0.0825,13654.4057,777.4308,-0.8813,0.0302,-0.0904,14993.95,1771676.0,613221.1204,-0.3356,-0.2865,0.002,2708915.0,52425.4286,31038.9034,-0.6677,-0.6219,-0.5677,113223.0,2861.8571,1457.6995,-0.2853,-0.7504,-0.5353,4621.0,364900.9243,277223.3894,-0.8754,-0.9359,-0.7148,652546.11,26.6751,20.5911,-0.8378,-0.9378,-0.6865,43.521,8811.1429,386.5024,1.2855,0.0857,0.1217,9118.0,7182.4286,611.4406,-0.1283,0.0849,0.001,7668.0,0.422,0.0371,-1.1307,-0.0995,-0.0155,0.475,3.2029,0.1665,0.0429,0.0559,-0.0389,3.35,168.7143,17.5133,-1.1257,-0.1713,-0.0191,165.7,0.0285,0.0012,1.3364,0.0866,0.1066,0.0294,251.2857,21.523,1.3341,0.1814,0.2444,268.0,46637.1429,1357.8421,-0.6828,-0.0712,-0.0835,44837.0,335.7143,75.3541,0.0436,-0.1504,0.1414,335.0,1.4286,1.2724,-0.3368,,,4.0,2.4286,1.7182,2.0785,,1.0,2.0,-0.2242,0.0905,-0.6826,-4.4769,-33.2045,-0.3442
2025-01-29,217,11435.73,52.7,0.117,165,19,0.0876,14855.22,1200506,57889,6185,535211.85,36.029,9940,8743,0.42,3.67,214.7,0.032,318,46705,346,1,3,-0.07669,0.4652,-0.2314,-0.11541,-0.21962,0,,,203.0,8.0208,1.7455,0.0483,0.1543,207.0,10599.8357,537.7828,1.5543,0.0288,0.1957,10771.7,52.2014,1.0031,0.497,-0.0186,0.036,52.04,0.0964,0.0121,1.7028,0.2062,0.481,0.104,143.5714,22.486,0.953,0.2992,0.0784,136.0,17.0,1.1547,1.7321,0.1176,0.2667,18.0,0.0837,0.0026,1.534,0.067,0.0977,0.087,13930.9186,815.8059,1.133,0.1498,0.2192,12969.28,1738459.2857,640321.1068,-0.8401,-0.1623,-0.2664,1565851.0,51221.4286,30570.1616,0.2181,-0.1271,0.4673,31700.0,3064.7143,1820.3752,1.7141,0.298,3.9283,2446.0,327338.2943,220809.5001,0.9414,-0.3294,1.2317,122222.42,22.9967,14.7452,0.8838,-0.4168,0.8306,9.424,8944.4286,578.4905,1.721,0.1036,0.2351,9308.0,7332.4286,842.6504,1.674,0.1365,0.3751,7104.0,0.4194,0.0365,0.0157,-0.0411,-0.0625,0.38,3.2614,0.244,1.6743,0.1258,0.2923,3.21,170.5143,21.6706,2.039,0.0623,0.2171,149.0,0.0289,0.0018,1.7119,0.1034,0.2121,0.0301,259.4286,33.3459,1.7565,0.2184,0.5,280.0,46280.1429,773.1016,0.5495,-0.0508,-0.045,45710.0,321.1429,57.8516,0.4297,-0.2277,-0.0798,339.0,1.5714,1.1339,-0.504,,,1.0,2.7143,1.6036,0.1782,2.0,-0.5714,6.0,-0.248,0.0515,0.5499,-3.1414,-2.0134,-0.286
2025-01-30,218,11236.15,51.54,0.123,143,19,0.0872,16231.12,1602773,43083,3932,638851.47,39.36,10234,7523,0.356,3.86,198.3,0.033,337,47618,478,2,5,-0.11527,0.53216,-0.21728,-0.11375,-0.15879,0,,,205.0,9.8489,1.32,0.0686,0.1534,217.0,10645.0271,580.7292,1.0179,0.029,0.1723,11435.73,51.9171,0.831,-0.4538,-0.0372,0.0164,52.7,0.1009,0.0154,1.4369,0.337,0.5185,0.117,146.5714,20.4357,-0.1748,0.1721,-0.0338,165.0,17.2857,1.3801,1.2421,0.1176,0.2667,19.0,0.0842,0.0029,1.0338,0.0468,0.0982,0.0876,14287.6829,1179.995,1.647,0.1818,0.3343,14855.22,1793138.7143,603982.0919,-0.3152,0.3137,-0.0417,1200506.0,48825.2857,30437.6313,-0.1887,-0.2802,0.2695,57889.0,3450.7143,1644.4671,0.2927,2.1967,4.6986,6185.0,391383.9543,238799.9656,1.0363,2.353,3.7559,535211.85,26.6377,15.2547,0.834,1.8372,2.5646,36.029,9153.5714,745.4631,1.4493,0.1669,0.2572,9940.0,7456.4286,788.4725,0.0844,0.1304,0.077,8743.0,0.4087,0.0429,-1.2275,-0.174,-0.1524,0.42,3.3614,0.3254,1.5322,0.2215,0.2412,3.67,174.2714,24.1133,0.9965,0.1529,-0.0346,214.7,0.0296,0.0023,1.4645,0.1661,0.236,0.032,272.1429,43.6403,1.4862,0.3589,0.553,318.0,46353.1429,880.8124,1.436,0.0108,-0.0312,46705.0,353.5714,73.4889,1.6932,0.9044,0.4354,346.0,1.5714,1.1339,0.378,0.0,,1.0,3.1429,1.7728,1.0476,1.5,4.0,3.0,-0.2431,0.0587,1.4358,0.1767,-1.8099,-0.2196
2025-01-31,220,11571.82,52.6,0.123,164,19,0.0864,15394.59,2285892,95828,10844,1157993.15,75.221,10250,8557,0.378,3.26,172.1,0.0329,337,47856,408,1,0,-0.08003,0.52883,-0.17348,-0.11205,-0.14291,0,,,208.5714,10.1465,1.1264,0.1282,0.1518,218.0,10836.9829,639.0998,1.1498,0.1314,0.1715,11236.15,51.9386,0.8488,0.7793,0.0029,0.0172,51.54,0.1067,0.0148,1.0982,0.5,0.5375,0.123,151.5714,19.688,0.6313,0.2713,0.2331,143.0,17.7143,1.3801,0.9316,0.1875,0.2667,19.0,0.0849,0.0028,0.5541,0.0524,0.1006,0.0872,14582.8457,1158.2744,0.7008,0.155,0.3202,16231.12,1761800.8571,565329.568,0.9271,-0.0876,1.0914,1602773.0,58922.4286,32898.003,1.1218,2.8106,3.2017,43083.0,4845.8571,2933.4725,2.0447,9.0594,12.2244,3932.0,545479.1286,333227.9887,1.8381,13.5977,7.9865,638851.47,36.5333,20.9889,1.8432,11.6379,5.8073,39.36,9437.8571,727.1232,1.1169,0.2409,0.2667,10234.0,7806.0,615.5106,1.2201,0.4005,0.4353,7523.0,0.4016,0.0434,-0.5436,-0.1168,-0.139,0.356,3.3771,0.316,-0.3707,0.0349,-0.0868,3.86,177.2,22.0583,-0.2312,0.1352,-0.0889,198.3,0.0305,0.0022,1.0847,0.2276,0.2415,0.033,288.7143,43.0028,1.1229,0.5249,0.5748,337.0,46503.5714,1045.051,1.2941,0.0225,-0.0558,47618.0,351.7143,71.642,0.7857,-0.0309,0.7662,478.0,1.5714,1.1339,-0.504,0.0,,2.0,3.0,2.0,-1.5,-1.0,-1.0,5.0,-0.2331,0.0697,1.2941,0.3294,-4.1319,-0.1588
2025-02-01,211,10639.34,50.42,0.116,132,17,0.0806,16569.4,3159452,72679,3334,366161.91,22.099,9871,8196,0.349,2.65,168.7,0.0319,314,48025,324,0,4,-0.15255,0.46134,-0.10342,-0.11031,-0.13163,0,,,210.8571,8.1941,0.0174,0.0821,0.0765,220.0,10911.4157,567.8148,-0.4792,0.0515,0.0353,11571.82,51.7286,1.0261,-1.2752,-0.0283,-0.0383,52.6,0.1113,0.0111,0.4235,0.381,0.3647,0.123,147.1429,20.1695,-0.7508,-0.1902,-0.0365,164.0,17.8571,1.215,-0.7055,0.0625,0.0625,19.0,0.0846,0.0031,-1.3149,-0.0183,-0.0123,0.0864,14894.0586,1371.2028,1.2218,0.1514,0.1686,15394.59,1954463.7143,775540.5547,1.5537,0.7448,1.037,2285892.0,63347.1429,32273.4741,0.2891,0.7427,1.2661,95828.0,4899.1429,2896.6854,-0.5403,0.126,0.0309,10844.0,561126.5229,319701.0063,-0.6098,0.4268,0.3522,1157993.15,37.1427,20.4094,-0.7371,0.2392,0.1571,75.221,9654.5714,556.2313,0.3891,0.1816,0.1782,10250.0,7930.5714,589.3881,0.4503,0.1191,0.3579,8557.0,0.3891,0.0443,-0.9061,-0.1995,-0.1097,0.378,3.3429,0.3835,-1.8068,-0.083,-0.1719,3.26,177.4143,21.9519,-0.397,0.009,-0.0766,172.1,0.0312,0.0017,0.4355,0.1771,0.1685,0.0329,301.2857,33.4052,0.3806,0.3894,0.3772,337.0,46747.0,1184.5815,1.0789,0.0368,-0.0405,47856.0,360.1429,62.6456,-0.5769,0.2226,-0.1859,408.0,1.4286,1.2724,-1.1227,-1.0,,1.0,3.2857,1.976,0.3615,1.0,1.0,0.0,-0.2168,0.079,1.079,0.4632,-38.3949,-0.1429
